time_stamp,x,y,z,qw,qx,qy,qz
1.75897e+09,0.00399503,-0.00277275,-0.00427074,0.999999,0.000803809,0.00050594,0.000672716
1.75897e+09,0.00379581,-0.00292053,-0.00453129,0.999999,0.000682632,0.000329165,0.000841415
1.75897e+09,0.00436731,-0.00209812,-0.00536295,0.999999,0.000800573,0.000287437,0.000891104
1.75897e+09,0.00432395,-0.00244119,-0.00572372,0.999999,0.000790159,0.000239349,0.00101013
1.75897e+09,0.00477707,-0.00185553,-0.00527831,0.999999,0.000890144,0.000242004,0.000915025
1.75897e+09,0.00513002,-0.00312728,-0.00536011,0.999999,0.000849304,0.00035836,0.00116007
1.75897e+09,0.00395288,-0.0018748,-0.00513413,0.999999,0.00119242,0.000378363,0.000881164
1.75897e+09,0.00321764,-0.00286413,-0.00451889,0.999999,0.000759121,0.00062221,0.000625019
1.75897e+09,0.00421453,-0.00300486,-0.00398074,0.999999,0.000861244,0.000275629,0.0010991
1.75897e+09,0.0046472,-0.00432453,-0.00487919,0.999999,0.000852502,0.000457188,0.000968615
1.75897e+09,0.00611808,-0.00459575,-0.00423016,0.999999,0.000732035,0.000226258,0.00127652
1.75897e+09,0.0074635,-0.00439971,-0.00501726,0.999999,0.00065574,-7.48615e-05,0.00098368
1.75897e+09,0.0077376,-0.00378106,-0.00552165,0.999999,0.000808203,-7.81259e-05,0.00100102
1.75897e+09,0.00709242,-0.00314549,-0.00500444,0.999999,0.000776488,-1.77602e-05,0.000984507
1.75897e+09,0.00687364,-0.00401057,-0.00445239,0.999999,0.000566738,0.000144693,0.0010285
1.75897e+09,0.00652354,-0.00255437,-0.00395863,0.999999,0.000698675,7.5362e-05,0.000997026
1.75897e+09,0.006858,-0.00343104,-0.0043139,0.999999,0.00068337,0.000131043,0.00109894
1.75897e+09,0.00635198,-0.00316177,-0.004078,0.999999,0.000469366,0.000376123,0.00101208
1.75897e+09,0.00611065,-0.00317916,-0.00456949,0.999999,0.00086743,0.000201849,0.000697889
1.75897e+09,0.00584765,-0.00275101,-0.00472222,0.999999,0.000781901,0.00025027,0.000863369
1.75897e+09,0.00553077,-0.00314753,-0.00525576,0.999999,0.000555713,0.000353457,0.00111425
1.75897e+09,0.00586833,-0.00268825,-0.00527489,0.999999,0.000634684,0.000121049,0.000853863
1.75897e+09,0.00522948,-0.00334228,-0.00435723,0.999999,0.000464273,0.000256481,0.000908065
1.75897e+09,0.00432021,-0.00403799,-0.00449392,0.999999,0.000602592,0.000483584,0.000861528
1.75897e+09,0.00364438,-0.0042628,-0.0041623,0.999999,0.000631166,0.000546568,0.000773015
1.75897e+09,0.00396637,-0.00489398,-0.00381786,0.999999,0.000425747,0.000290592,0.00101712
1.75897e+09,0.00552075,-0.00456546,-0.0035517,0.999999,0.000568041,0.000270591,0.00100081
1.75897e+09,0.00611206,-0.00480473,-0.00422801,0.999999,0.000701062,0.000216415,0.00100021
1.75897e+09,0.00679512,-0.00436055,-0.00437496,0.999999,0.000686905,-7.59408e-05,0.00102509
1.75897e+09,0.00663348,-0.00351607,-0.00543296,0.999999,0.00109688,-0.000156551,0.00106285
1.75897e+09,0.0062936,-0.0026464,-0.00461082,1,0.000599697,-7.46827e-05,0.000720392
1.75897e+09,0.00669478,-0.00390001,-0.00509989,0.999999,0.000591836,-2.55929e-05,0.000914495
1.75897e+09,0.00642317,-0.00416642,-0.0056977,0.999999,0.000806144,8.98037e-05,0.000841936
1.75897e+09,0.00555466,-0.00470067,-0.00545426,0.999999,0.000686582,0.000100732,0.00103743
1.75897e+09,0.00549012,-0.00516544,-0.00501388,0.999999,0.000588873,0.000175379,0.000921098
1.75897e+09,0.00595307,-0.00469001,-0.00468871,1,0.00043997,1.60167e-05,0.000805301
1.75897e+09,0.00545807,-0.00418666,-0.00499654,0.999999,0.000662422,0.000265093,0.00102772
1.75897e+09,0.00541284,-0.00346772,-0.00470571,0.999999,0.000702845,0.000149768,0.000705634
1.75897e+09,0.00608025,-0.00408812,-0.00469602,0.999999,0.000574673,0.000160684,0.00110762
1.75897e+09,0.00575842,-0.00363316,-0.00555882,0.999999,0.000846103,0.000162664,0.000850328
1.75897e+09,0.00468168,-0.00359479,-0.00599879,0.999999,0.000639032,0.000470366,0.000824577
1.75897e+09,0.00537756,-0.00355423,-0.00558629,0.999999,0.000682599,2.53386e-05,0.000889499
1.75897e+09,0.00537334,-0.00439832,-0.0053653,1,0.000689505,0.000127663,0.000625422
1.75897e+09,0.00618579,-0.00409665,-0.00491259,0.999999,0.000714635,0.000121528,0.000866367
1.75897e+09,0.00593734,-0.00423966,-0.00518655,0.999999,0.000623643,-4.65086e-05,0.000821026
1.75897e+09,0.0073404,-0.00405819,-0.00478255,0.999999,0.000616742,2.77431e-05,0.000937122
1.75897e+09,0.00670446,-0.00301247,-0.00511632,0.999999,0.000733279,2.6342e-05,0.000716081
1.75897e+09,0.00724994,-0.00372439,-0.00515059,0.999999,0.000704265,-6.26882e-05,0.000895014
1.75897e+09,0.00727792,-0.00434459,-0.00589508,0.999999,0.000654988,-7.74294e-05,0.0011098
1.75897e+09,0.00697626,-0.00452781,-0.00619097,0.999999,0.000730184,-2.15247e-05,0.000999025
1.75897e+09,0.00652979,-0.00349605,-0.00619245,0.999999,0.000753048,1.41178e-05,0.000718002
1.75897e+09,0.00711443,-0.00467703,-0.00658355,0.999999,0.000788585,-0.000141732,0.00117613
1.75897e+09,0.00726457,-0.00402569,-0.00609912,0.999999,0.000619601,-0.000109638,0.000871568
1.75897e+09,0.00678851,-0.00424995,-0.00509131,1,0.000538585,0.000109123,0.000722502
1.75897e+09,0.00675099,-0.00267368,-0.00505897,0.999999,0.000858603,0.000195623,0.0009948
1.75897e+09,0.00616538,-0.003514,-0.00488325,0.999999,0.000560089,0.000131098,0.000901844
1.75897e+09,0.00603707,-0.00279305,-0.00453523,0.999999,0.000550158,0.000158259,0.00108241
1.75897e+09,0.00525673,-0.0045959,-0.00541885,0.999999,0.000623438,0.000344865,0.00111421
1.75897e+09,0.00554905,-0.00453586,-0.00458594,0.999999,0.000612047,8.90483e-05,0.000978189
1.75897e+09,0.00586008,-0.00500761,-0.0052092,1,0.000592509,-3.98259e-05,0.000740052
1.75897e+09,0.00709482,-0.00445469,-0.00485144,0.999999,0.00074667,-0.000165386,0.00107649
1.75897e+09,0.00689035,-0.00388677,-0.00519892,0.999999,0.00051283,-0.00014823,0.000914684
1.75897e+09,0.00851147,-0.00421975,-0.00542436,0.999999,0.000765867,-0.000121611,0.00117941
1.75897e+09,0.00760047,-0.00380547,-0.00499559,0.999999,0.000583545,-0.000104959,0.000921752
1.75897e+09,0.00757872,-0.00418286,-0.00537955,0.999999,0.000578188,-7.44439e-05,0.00105724
1.75897e+09,0.00713313,-0.00459747,-0.0055114,0.999999,0.000542018,-8.96746e-05,0.000957744
1.75897e+09,0.00702455,-0.00459061,-0.00561884,0.999999,0.000718772,-6.1494e-05,0.000805715
1.75897e+09,0.00777955,-0.00495009,-0.00480555,0.999999,0.000444444,-0.000114124,0.00093904
1.75897e+09,0.00767955,-0.00485162,-0.0048332,0.999999,0.000681916,-0.000226508,0.000850331
1.75897e+09,0.00713903,-0.00389963,-0.00473033,0.999999,0.000582497,-0.000146753,0.0010434
1.75897e+09,0.0070966,-0.00400563,-0.00613873,0.999999,0.000686424,-8.04372e-05,0.00110261
1.75897e+09,0.00671474,-0.00426598,-0.0057201,0.999999,0.00053804,0.000182038,0.00109337
1.75897e+09,0.00729381,-0.00427944,-0.00519261,0.999999,0.000552055,1.52022e-05,0.00130035
1.75897e+09,0.0060473,-0.00377965,-0.00563331,0.999999,0.000667106,0.000271056,0.000894408
1.75897e+09,0.00576849,-0.00401353,-0.00525395,0.999999,0.000659706,7.57281e-05,0.00089503
1.75897e+09,0.00494489,-0.00441726,-0.00544449,0.999999,0.000664646,0.000281143,0.000825186
1.75897e+09,0.00582344,-0.00447736,-0.00559587,0.999999,0.000793155,8.32039e-05,0.00111091
1.75897e+09,0.00639572,-0.00472658,-0.00578954,0.999999,0.000770966,1.20829e-05,0.00105555
1.75897e+09,0.00749821,-0.00433531,-0.00505686,0.999999,0.000738667,-0.00018401,0.000964983
1.75897e+09,0.00775786,-0.00420167,-0.00497462,0.999999,0.000814487,-1.52684e-05,0.00106201
1.75897e+09,0.00882204,-0.00381866,-0.00433096,0.999999,0.000427194,-0.000431748,0.000996726
1.75897e+09,0.00844824,-0.00390155,-0.00436566,0.999999,0.000666812,-9.83832e-05,0.000837287
1.75897e+09,0.00735622,-0.00419897,-0.00469141,0.999999,0.000617593,-3.67817e-05,0.000851249
1.75897e+09,0.00769032,-0.00468693,-0.00531436,0.999999,0.000759208,-0.000129631,0.00123663
1.75897e+09,0.00704309,-0.00491608,-0.00481203,1,0.000482866,2.02673e-05,0.000830569
1.75897e+09,0.00698667,-0.00410318,-0.00469815,0.999999,0.000769633,-6.67332e-06,0.000784943
1.75897e+09,0.00690631,-0.00442948,-0.00465561,0.999999,0.000729343,5.94252e-06,0.0011054
1.75897e+09,0.00630573,-0.00325891,-0.00435163,0.999999,0.000716831,1.90627e-05,0.00124154
1.75897e+09,0.00655516,-0.00436693,-0.0049259,0.999999,0.000619345,6.49427e-05,0.00120767
1.75897e+09,0.00649784,-0.00428014,-0.00515063,0.999999,0.00057214,-3.01458e-05,0.000868327
1.75897e+09,0.00637252,-0.00450111,-0.00548536,0.999999,0.000839847,0.00021391,0.00116976
1.75897e+09,0.00594459,-0.0032284,-0.0049149,0.999999,0.000645098,0.000124945,0.000794921
1.75897e+09,0.00577535,-0.00392226,-0.0056406,0.999999,0.000902384,0.00036084,0.00107888
1.75897e+09,0.00612823,-0.00345716,-0.00432027,0.999999,0.000661724,-4.57156e-05,0.000937244
1.75897e+09,0.0067872,-0.0042138,-0.00471985,1,0.000583203,-0.000130588,0.00073664
1.75897e+09,0.00845526,-0.00483369,-0.00437466,0.999999,0.000443333,-0.000249513,0.00110824
1.75897e+09,0.00937468,-0.0052747,-0.00547095,0.999999,0.000633698,-0.000227974,0.00112558
1.75897e+09,0.00914378,-0.00572345,-0.00512995,0.999999,0.000553173,-0.000148306,0.00110653
1.75897e+09,0.00840762,-0.00538867,-0.0049106,1,0.000326355,-7.5359e-05,0.000776841
1.75897e+09,0.00840277,-0.00503201,-0.00526741,0.999999,0.00048444,-0.000286447,0.00121114
1.75897e+09,0.00766503,-0.00455739,-0.00562293,0.999999,0.000609605,-0.000256519,0.000865519
1.75897e+09,0.00791105,-0.00475048,-0.00586392,0.999999,0.000708445,-0.000227987,0.00108782
1.75897e+09,0.00766794,-0.00385961,-0.00602477,0.999999,0.000538932,-0.000327967,0.00126251
1.75897e+09,0.00695399,-0.00372792,-0.00613547,0.999999,0.000707094,-0.000178019,0.00119401
1.75897e+09,0.00638753,-0.0032105,-0.00556301,0.999999,0.000609957,1.95022e-05,0.000940724
1.75897e+09,0.00599208,-0.00384115,-0.00527755,0.999999,0.00054623,0.000187569,0.00115764
1.75897e+09,0.00620854,-0.00334285,-0.00458756,0.999999,0.000777849,-4.38661e-05,0.00080795
1.75897e+09,0.00585676,-0.00425535,-0.00571442,0.999999,0.000699067,0.000382448,0.00108543
1.75897e+09,0.0076308,-0.00372234,-0.00457062,0.999999,0.00053787,-0.000106263,0.00133049
1.75897e+09,0.00737777,-0.00502148,-0.00526682,0.999999,0.000692093,-0.000147563,0.00080023
1.75897e+09,0.00877632,-0.00512579,-0.00457509,0.999999,0.000532269,-0.000187024,0.00126399
1.75897e+09,0.00903607,-0.00530731,-0.00586047,0.999999,0.000560425,-0.000208011,0.00101354
1.75897e+09,0.0101176,-0.00491001,-0.00515388,0.999999,0.000789159,-0.000314961,0.0013347
1.75897e+09,0.00952403,-0.00469596,-0.00516007,0.999999,0.00054752,-0.000308327,0.00093898
1.75897e+09,0.00857298,-0.00404695,-0.00456408,0.999999,0.000614194,7.27208e-06,0.00120221
1.75897e+09,0.00739076,-0.00413829,-0.00426871,1,0.000359933,-0.000241607,0.000794516
1.75897e+09,0.00720719,-0.00391259,-0.00459975,0.999999,0.000571578,-0.000168875,0.0010911
1.75897e+09,0.00603924,-0.00251841,-0.00391918,1,0.000466672,-5.01483e-05,0.000861377
1.75897e+09,0.00656159,-0.00321468,-0.00445134,0.999999,0.000662545,5.41828e-05,0.00115434
1.75897e+09,0.00617271,-0.00330195,-0.00459147,0.999999,0.000357774,0.000218482,0.00114585
1.75897e+09,0.00777247,-0.00344205,-0.00505769,0.999999,0.000693654,-0.000149043,0.00118104
1.75897e+09,0.00654918,-0.00347489,-0.00509719,0.999999,0.000612861,-0.000100679,0.00106763
1.75897e+09,0.00632261,-0.00431271,-0.00462649,0.999999,0.000564703,0.000297683,0.00116189
1.75897e+09,0.00638957,-0.00452487,-0.00508243,0.999999,0.000625544,9.58508e-05,0.00108585
1.75897e+09,0.00557484,-0.00517661,-0.00455743,1,0.000477323,1.21552e-05,0.000788609
1.75897e+09,0.00549773,-0.00519363,-0.00439449,0.999999,0.000702167,0.000296802,0.00108423
1.75897e+09,0.00698102,-0.00589775,-0.00513,1,0.00055191,-0.000115264,0.000744413
1.75897e+09,0.00779596,-0.00587508,-0.00512795,0.999999,0.000561382,-0.000200968,0.000983716
1.75897e+09,0.00911674,-0.00510608,-0.0047098,0.999999,0.000546441,-0.000335226,0.000919841
1.75897e+09,0.00971116,-0.00418091,-0.00483418,0.999999,0.000818997,-0.00029529,0.00123169
1.75897e+09,0.00958844,-0.00343091,-0.00448604,0.999999,0.000421074,-0.000427867,0.00102165
1.75897e+09,0.00918884,-0.00512325,-0.00450785,0.999999,0.000492642,-0.000407165,0.000910509
1.75897e+09,0.00914448,-0.0056538,-0.00476617,0.999999,0.000437101,-0.000281553,0.000993398
1.75897e+09,0.00872864,-0.00590848,-0.00532547,0.999999,0.000570055,-0.000341626,0.00100103
1.75897e+09,0.00913557,-0.0060676,-0.00596402,0.999999,0.000531889,-0.000248511,0.000978449
1.75897e+09,0.00751059,-0.00526814,-0.00563755,0.999999,0.000525712,-0.000166493,0.000979542
1.75897e+09,0.00727916,-0.00469082,-0.00554764,0.999999,0.000579647,-3.37433e-05,0.00123042
1.75897e+09,0.0067069,-0.00315372,-0.00428071,0.999999,0.000544033,-4.71476e-05,0.00119047
1.75897e+09,0.00687953,-0.0028946,-0.00407353,0.999999,0.000506585,0.000156612,0.00120032
1.75897e+09,0.0062814,-0.0028182,-0.00399452,0.999999,0.000687898,8.75155e-05,0.00120704
1.75897e+09,0.00525001,-0.00396069,-0.00414316,1,0.000500632,0.000238636,0.000785058
1.75897e+09,0.00623254,-0.00341277,-0.00501466,0.999999,0.000536067,-0.000126594,0.000930673
1.75897e+09,0.00689538,-0.00496141,-0.00602763,0.999999,0.000659671,3.60575e-05,0.0010764
1.75897e+09,0.00761161,-0.00452211,-0.00537057,1,0.00037149,-0.000258342,0.000820628
1.75897e+09,0.00805117,-0.0052685,-0.0061101,0.999999,0.000637091,-0.000440813,0.000924704
1.75897e+09,0.00894676,-0.00511279,-0.00495601,0.999999,0.000583038,-0.000485978,0.00107853
1.75897e+09,0.00939362,-0.0055225,-0.00534154,0.999999,0.000582999,-0.000422083,0.00120288
1.75897e+09,0.00950483,-0.00466559,-0.00439552,0.999999,0.000491381,-0.000414753,0.00105331
1.75897e+09,0.0085783,-0.00533338,-0.00487987,0.999999,0.000436243,-0.000265547,0.000935051
1.75897e+09,0.00781035,-0.00525599,-0.0050387,0.999999,0.000524725,-0.000253295,0.000941128
1.75897e+09,0.00808694,-0.00507562,-0.00544306,0.999999,0.000369369,-0.000478206,0.000931375
1.75897e+09,0.00822224,-0.00512985,-0.00479509,0.999999,0.000475444,-0.000361233,0.00120965
1.75897e+09,0.0076398,-0.00461214,-0.00372746,0.999999,0.000261887,-0.000153113,0.00103808
1.75897e+09,0.00785814,-0.00395793,-0.00458086,0.999999,0.000608638,-0.000285475,0.00115063
1.75897e+09,0.0068563,-0.00264693,-0.00438962,1,0.000481977,-0.000118169,0.000831325
1.75897e+09,0.00713895,-0.00440875,-0.00452249,0.999999,0.000271924,-0.000110793,0.00115164
1.75897e+09,0.00752077,-0.00453003,-0.00448925,0.999999,0.000448845,-0.000288636,0.000979032
1.75897e+09,0.00686635,-0.00566965,-0.00523883,0.999999,0.000451848,0.000209094,0.00106854
1.75897e+09,0.00757647,-0.00508644,-0.00472805,0.999999,0.000555272,-0.000180561,0.000980422
1.75897e+09,0.00714813,-0.00566151,-0.00541351,1,0.00051813,-0.000318731,0.00079066
1.75897e+09,0.00744028,-0.00439064,-0.0048536,0.999999,0.000711757,-0.000182255,0.00126321
1.75897e+09,0.00785558,-0.00534418,-0.00581817,0.999999,0.000558885,-0.000358125,0.000975365
1.75897e+09,0.0103876,-0.00601762,-0.00487491,0.999999,0.000437225,-0.000377808,0.00125067
1.75897e+09,0.00979104,-0.00539208,-0.00531649,0.999999,0.000333998,-0.000417294,0.000941489
1.75897e+09,0.0090482,-0.00503946,-0.00481965,0.999999,0.000500939,-0.000212122,0.00108019
1.75897e+09,0.00830092,-0.00431018,-0.00425156,0.999999,0.000290383,-0.000442559,0.000940402
1.75897e+09,0.00822078,-0.00529403,-0.00438759,0.999999,0.00046991,-0.000294406,0.00119939
1.75897e+09,0.00724619,-0.00485207,-0.00396345,1,0.00035112,-0.000218438,0.000786501
1.75897e+09,0.00847369,-0.00465707,-0.00434266,0.999999,0.000654491,-0.000258422,0.000968455
1.75897e+09,0.00759285,-0.0037839,-0.00491395,0.999999,0.000478052,-0.000122924,0.00114957
1.75897e+09,0.00906904,-0.00431052,-0.00576203,0.999999,0.000478206,-0.000522362,0.00114114
1.75897e+09,0.00790183,-0.00423604,-0.00589947,0.999999,0.000610582,-0.000199111,0.00105002
1.75897e+09,0.0072942,-0.00536999,-0.00582445,0.999999,0.000384949,-5.07565e-05,0.00122265
1.75897e+09,0.00778225,-0.00508301,-0.00618366,0.999999,0.000564707,-0.000227121,0.00115325
1.75897e+09,0.00693186,-0.0057959,-0.00554578,1,0.000478394,-0.00018296,0.000824464
1.75897e+09,0.00636918,-0.00569968,-0.00545744,0.999999,0.000471058,0.000230893,0.00121255
1.75897e+09,0.00697121,-0.0054047,-0.00551057,1,0.000580443,-0.000160282,0.000627756
1.75897e+09,0.00742353,-0.00508199,-0.00537293,1,0.000584553,-3.50337e-05,0.000806983
1.75897e+09,0.00819867,-0.00479386,-0.00480263,0.999999,0.000516122,-0.000311776,0.00106506
1.75897e+09,0.0100788,-0.00524425,-0.00489043,0.999999,0.00078782,-0.000845072,0.00102932
1.75897e+09,0.0107657,-0.004569,-0.00473091,0.999999,0.000460796,-0.000305646,0.00112359
1.75897e+09,0.0104939,-0.00488495,-0.00521898,0.999999,0.000640295,-0.000614536,0.00118123
1.75897e+09,0.00926235,-0.00447564,-0.00514292,0.999999,0.000502374,-0.000504294,0.000810965
1.75897e+09,0.00866685,-0.00581604,-0.00533207,0.999999,0.000287665,-0.000465389,0.00119846
1.75897e+09,0.00860364,-0.00610872,-0.00538992,0.999999,0.000404901,-0.000468516,0.000845741
1.75897e+09,0.00824925,-0.00503173,-0.00612638,0.999999,0.000404168,-0.00032282,0.000891403
1.75897e+09,0.00860347,-0.00492378,-0.00634685,0.999999,0.000503297,-0.000344376,0.00115791
1.75897e+09,0.00878244,-0.00371889,-0.0063295,0.999999,0.000612569,-0.000298267,0.00116372
1.75897e+09,0.00955048,-0.00446259,-0.0065208,0.999999,0.000698514,-0.0003115,0.00102848
1.75897e+09,0.00934549,-0.00349996,-0.00606326,0.999999,0.000598632,-0.000275837,0.00115547
1.75897e+09,0.00917998,-0.00390856,-0.00620761,0.999999,0.000651813,-7.57915e-05,0.00135416
1.75897e+09,0.008319,-0.00388457,-0.00665422,0.999999,0.000767477,-0.000301388,0.000930516
1.75897e+09,0.0077066,-0.00551327,-0.00608439,0.999999,0.000754179,-1.09774e-05,0.0013184
1.75897e+09,0.00796087,-0.00543666,-0.00486546,0.999999,0.000182025,-0.000270337,0.00100372
1.75897e+09,0.00790271,-0.00630149,-0.00563224,0.999999,0.000406679,-0.000190323,0.00115706
1.75897e+09,0.00886388,-0.00566343,-0.00489481,0.999999,0.000468703,-0.000296737,0.00127268
1.75897e+09,0.00899534,-0.00593968,-0.00535668,0.999999,0.000486857,-0.000613804,0.000787529
1.75897e+09,0.0105881,-0.00531418,-0.00440847,0.999999,0.000531736,-0.000499518,0.00111071
1.75897e+09,0.00935006,-0.00563637,-0.00420176,0.999999,0.000380105,-0.000365149,0.000862263
1.75897e+09,0.00921559,-0.0058403,-0.00440645,0.999999,0.000333999,-0.000311067,0.00102444
1.75897e+09,0.00906231,-0.0060237,-0.00528402,0.999999,0.000357574,-0.000333913,0.0011493
1.75897e+09,0.00998575,-0.00592168,-0.00580172,0.999999,0.000458005,-0.000611226,0.00107952
1.75897e+09,0.0101271,-0.00516165,-0.00566218,0.999999,0.000378797,-0.000576597,0.00120242
1.75897e+09,0.00922791,-0.0060342,-0.00626914,0.999999,0.000502699,-0.000335058,0.000993576
1.75897e+09,0.00912752,-0.00432028,-0.00622755,0.999999,0.000658993,-0.00057654,0.000994725
1.75897e+09,0.0085795,-0.0043505,-0.00601541,0.999999,0.000482727,-0.000257958,0.00135858
1.75897e+09,0.00858786,-0.00341677,-0.0058431,0.999999,0.000669362,-0.000316582,0.00123573
