x,y,z,r,p,y
0.0495212,-0.0212331,-0.0138252,177.019,-179.683,-179.798
0.0495662,-0.0250454,-0.00798732,176.995,-179.777,-179.863
0.052066,-0.0242132,-0.00725906,177.045,-179.512,-179.905
0.0477161,-0.0219547,-0.00928827,177.019,-179.629,-179.824
0.0442573,-0.0228467,-0.00453088,176.926,-179.683,-179.94
0.0407587,-0.0232016,-0.0080466,177.034,-179.496,-179.948
0.0370638,-0.025203,-0.00526669,177.031,-179.702,-179.922
0.0362443,-0.0250196,-0.00706128,176.999,-179.747,-179.846
0.0363601,-0.0239171,-0.00321697,177.017,-179.731,-179.993
0.0378681,-0.0235575,-0.00443813,176.975,-179.684,-179.922
0.0384523,-0.024592,-0.005986,177.106,-179.836,-179.82
0.043372,-0.0223213,-0.010
0.0,177.036,-179.565,-179.849
0.0476773,-0.0207421,-0.0094445,177.087,-179.672,-179.856
0.0490753,-0.018742,-0.013748,176.979,-179.606,-179.837
0.0477019,-0.0216791,-0.0138131,177.126,-179.683,-179.865
0.0518479,-0.0219288,-0.0164571,176.957,-179.535,-179.822
0.0478509,-0.0239303,-0.0149113,177.001,-179.556,-179.84
0.048115,-0.0259026,-0.0119382,176.982,-179.484,-179.866
0.0428249,-0.0265788,-0.00970047,176.984,-179.588,-179.931
0.0464998,-0.0273271,-0.00705213,177.019,-179.762,-179.844
0.0426254,-0.0221875,-0.00557226,177.023,-179.669,-179.915
0.040303,-0.0204022,-0.00719322,177.025,-179.547,-179.953
0.0420193,-0.0188976,-0.00798943,177.005,-179.645,-179.904
0.0474126,-0.0202792,-0.00989802,177.151,-179.688,-179.908
0.0456772,-0.0217136,-0.00829544,176.991,-179.631,-179.803
0.0447179,-0.0208133,-0.0100506,176.979,-179.755,-179.811
0.0373994,-0.0185551,-0.00844791,176.95,-179.701,-179.84
0.040037,-0.0229474,-0.00784412,176.985,-179.677,-179.893
0.0387309,-0.0265233,-0.00533401,176.969,-179.628,-179.917
0.0395461,-0.0241363,-0.00819352,176.994,-179.612,-179.854
0.0384373,-0.0241187,-0.0070686,176.91,-179.605,-179.868
0.0433275,-0.0226678,-0.0122564,176.963,-179.61,-179.893
0.0457957,-0.0234691,-0.0152574,177.004,-179.604,-179.904
0.0484944,-0.0250591,-0.0150444,177.032,-179.601,-179.887
0.0496705,-0.027528,-0.0122015,177.12,-179.688,-179.881
0.047493,-0.026083,-0.00917014,176.985,-179.623,-179.9
0.0427573,-0.0286873,-0.00362139,177.063,-179.727,-180
0.0425562,-0.0275999,-0.00359509,177.021,-179.681,-179.929
0.041384,-0.0246944,-0.00448233,177.043,-179.652,-179.943
0.042778,-0.0240097,-0.00885711,177.028,-179.635,-179.912
0.0392919,-0.0255366,-0.0116139,176.965,-179.678,-179.896
0.0406484,-0.0228618,-0.0123621,176.97,-179.568,-179.899
0.0377678,-0.0237395,-0.00935848,176.982,-179.7,-179.92
0.0426681,-0.0215762,-0.0111608,177.065,-179.674,-179.87
0.0403041,-0.0187861,-0.0117064,177.004,-179.696,-179.773
0.0437821,-0.0214696,-0.00965466,177.197,-179.661,-179.9
0.0450226,-0.0191412,-0.00679813,177.087,-179.713,-179.862
0.0442987,-0.0203413,-0.00156705,177.004,-179.697,-179.913
0.0422647,-0.0199654,-0.000236101,177.022,-179.721,-179.823
0.0420823,-0.0202713,-0.00167448,176.966,-179.717,-179.939
0.0418264,-0.0239501,-0.00260408,177.076,-179.615,-179.946
0.0444948,-0.0236846,-0.00538666,177.096,-179.752,-179.978
0.0419115,-0.0243133,-0.00880416,176.96,-179.543,-179.955
0.0426823,-0.0271391,-0.0096438,176.9,-179.626,-179.917
0.0457302,-0.0264359,-0.00774718,177.081,-179.622,-179.939
0.0442373,-0.0223214,-0.0112999,177.015,-179.673,-179.944
0.044554,-0.021107,-0.0165971,176.95,-179.647,-179.867
0.0456414,-0.0231813,-0.0166041,177.088,-179.563,-179.862
0.043348,-0.0238899,-0.0114038,176.996,-179.632,-179.825
0.0460608,-0.024914,-0.0128996,177.038,-179.651,-179.897
0.0507015,-0.023655,-0.0124541,177.085,-179.652,-179.945
0.0449877,-0.0203991,-0.00954533,177.013,-179.599,-179.889
0.044098,-0.0226778,-0.0126786,177.116,-179.715,-179.736
0.0438642,-0.0195972,-0.0146249,176.924,-179.56,-179.744
0.0431459,-0.0236477,-0.0136425,176.966,-179.585,-179.861
0.0418277,-0.0227729,-0.0124167,177.058,-179.594,-179.769
0.045195,-0.0227439,-0.0120911,177.085,-179.573,-179.881
0.0469903,-0.0236221,-0.00998528,177.011,-179.572,-179.876
0.0476819,-0.0268192,-0.0130345,177.005,-179.649,-179.92
0.0486213,-0.0257896,-0.0106899,177.077,-179.601,-179.959
0.0510531,-0.0253708,-0.0141281,177.093,-179.624,-179.848
0.0489051,-0.0260992,-0.0121899,177.126,-179.679,-179.908
0.0498276,-0.0278654,-0.0111604,177.116,-179.569,-179.893
0.0451711,-0.0220252,-0.0109558,176.995,-179.532,-179.883
0.0399096,-0.0234808,-0.0104825,177.003,-179.552,-179.964
0.0391163,-0.0245686,-0.01045,176.993,-179.784,-179.797
0.0449107,-0.026592,-0.0118303,177.058,-179.713,-179.803
0.0403159,-0.0257984,-0.0116394,176.939,-179.564,-179.89
0.0446055,-0.0283344,-0.0100715,177.085,-179.546,-179.906
0.045703,-0.0257512,-0.0116445,176.982,-179.541,-179.953
0.0449043,-0.0237707,-0.0110726,177.077,-179.614,-179.896
0.0452462,-0.0242705,-0.0119885,177.007,-179.662,-179.863
0.048565,-0.0232984,-0.00840413,177.075,-179.572,-179.886
0.0541259,-0.0257465,-0.0113814,176.98,-179.593,-179.868
0.0511296,-0.0256295,-0.0120501,177.1,-179.468,-179.906
0.0489404,-0.0238223,-0.013952,177.073,-179.593,-179.798
0.0447269,-0.0210909,-0.009545,177,-179.594,179.996
0.0439657,-0.0207569,-0.00657721,177.108,-179.675,-179.86
0.0466421,-0.0240683,-0.0074092,177.014,-179.489,-179.921
0.0458027,-0.0256718,-0.00950189,176.968,-179.62,-179.866
0.0437614,-0.0189771,-0.00960495,177.029,-179.537,-179.85
0.0447545,-0.0209747,-0.00647201,177.072,-179.613,-179.875
0.041355,-0.0211558,-0.0111299,177.073,-179.535,-179.958
0.0444697,-0.0234842,-0.0096577,177.068,-179.767,-179.871
0.0376389,-0.0239818,-0.0106119,176.922,-179.538,-179.871
0.0398099,-0.022682,-0.00900192,176.949,-179.766,-179.961
0.0414553,-0.0256912,-0.0123151,176.94,-179.679,-179.814
0.0411791,-0.0229577,-0.0121748,177.057,-179.64,-179.831
0.0452036,-0.022063,-0.0130525,176.975,-179.561,-179.934
0.0464781,-0.0197433,-0.00636493,177.032,-179.588,-179.851
0.0431677,-0.022678,-0.00242698,177.023,-179.736,-179.877
0.0445318,-0.0183533,-0.00344465,177.12,-179.709,-179.916
0.0436408,-0.0229408,-0.00369072,177.098,-179.651,-179.813
0.0440017,-0.0217026,-0.00138102,177.081,-179.852,-179.893
0.0461889,-0.0270784,-0.00140744,177.011,-179.65,-179.949
0.0443469,-0.0249872,-0.0043562,177.082,-179.781,-179.895
0.0443362,-0.0252114,-0.00897922,177.036,-179.541,-179.878
0.0454239,-0.0286435,-0.0149357,177.084,-179.578,-179.845
0.0416345,-0.0266796,-0.015528,177.025,-179.504,-179.913
0.0418442,-0.0260369,-0.0109429,176.98,-179.73,-179.909
0.0463088,-0.0199016,-0.00587589,177.07,-179.577,-179.954
0.0455482,-0.0184725,-0.00661528,177.062,-179.578,-179.865
0.0433048,-0.0179616,-0.00981059,176.966,-179.623,-179.856
0.0425537,-0.0205978,-0.00849509,177.02,-179.588,-179.883
0.0418717,-0.0236551,-0.00261325,177.063,-179.741,-179.969
0.040327,-0.0257107,-0.0027049,176.965,-179.592,-179.866
0.0424474,-0.0287293,-0.00492916,177.032,-179.89,-179.928
0.0426907,-0.0289444,-0.00684249,176.989,-179.464,-179.978
0.0436215,-0.0269337,-0.0116725,177.018,-179.682,179.998
0.0433889,-0.0270084,-0.00969483,177.043,-179.731,-179.903
0.0434572,-0.0230191,-0.0104082,177.064,-179.677,-179.915
0.0440924,-0.0211184,-0.00806332,177.019,-179.567,-179.91
0.0443493,-0.021308,-0.00357254,176.968,-179.698,179.974
0.0445354,-0.0179874,-0.00689044,177.077,-179.638,-179.874
0.0440288,-0.0222873,-0.00802252,177.007,-179.68,-179.958
0.0393702,-0.0233513,-0.0091577,177.022,-179.622,-179.94
0.0399854,-0.0238683,-0.00779919,177.035,-179.565,-179.871
0.0353214,-0.0293962,-0.00830995,176.938,-179.691,-179.875
0.043719,-0.0310015,-0.0109613,177.014,-179.543,-179.909
0.0419201,-0.0312303,-0.0145675,177.024,-179.737,-179.856
0.037851,-0.0251328,-0.00810733,177.004,-179.827,-179.96
0.042641,-0.0252833,-0.00744788,176.995,-179.65,-179.926
0.0464041,-0.0215865,-0.0089405,176.981,-179.527,-179.926
0.0478705,-0.0221007,-0.0088431,177.095,-179.798,-179.81
0.0457435,-0.0222293,-0.0105217,177.063,-179.499,-179.874
0.0488719,-0.0268532,-0.014371,177.113,-179.651,-179.826
0.0506225,-0.028805,-0.0111823,177.096,-179.635,-179.848
0.0520668,-0.02726,-0.015834,176.977,-179.559,-179.851
0.0498871,-0.0251126,-0.0145603,177.088,-179.49,-179.853
0.0520535,-0.0240926,-0.0103174,177.064,-179.562,-179.868
0.0506368,-0.0236952,-0.00833239,177.107,-179.714,-179.865
0.0455502,-0.0244337,-0.00194025,177.104,-179.713,-179.981
0.0358181,-0.0237128,-0.00522119,176.962,-179.794,-179.966
0.035895,-0.0231181,-0.00769003,177.009,-179.716,-179.862
0.0348179,-0.021971,-0.00511392,176.965,-179.703,-179.975
0.0382867,-0.0186043,-0.00906441,177.041,-179.76,-179.918
0.0400232,-0.0209044,-0.00916725,176.962,-179.694,-179.903
0.0461802,-0.0203623,-0.0149322,177.105,-179.656,-179.775
0.0470964,-0.0203005,-0.01219,176.999,-179.6,-179.847
0.0508093,-0.0215745,-0.0121674,177.042,-179.734,-179.761
0.0550926,-0.0236767,-0.00945466,177.125,-179.669,-179.816
0.055052,-0.023496,-0.00643892,177.023,-179.541,-179.917
0.0520552,-0.0257823,-0.0061262,177.124,-179.569,-179.833
0.0480201,-0.02722,0.0995562,-0.,177.128,-179.703,-179.888
0.0485365,-0.0291017,-0.00283922,177.049,-179.719,-179.948
0.0464091,-0.0260484,-0.00927367,177.101,-179.653,-179.92
0.0426222,-0.025901,-0.0125161,177.03,-179.694,-179.794
0.042914,-0.0286068,-0.0123578,177.111,-179.647,-179.901
0.0434614,-0.029038,-0.0112407,177.092,-179.706,-179.917
0.0409165,-0.0301695,-0.00991207,177.103,-179.784,-179.88
0.0425783,-0.0262639,-0.00698614,176.971,-179.809,-179.898
0.0426095,-0.025274,-0.00410418,177.075,-179.592,-179.943
0.0458932,-0.0256283,-0.00873681,177.059,-179.65,-179.932
0.0447142,-0.0207349,-0.00655356,177.089,-179.722,-179.899
0.044758,-0.0216369,-0.00679189,177.03,-179.7,-179.936
0.0454667,-0.0262552,-0.00634441,176.96,-179.602,-179.91
0.0477719,-0.0276205,-0.00490583,177.08,-179.646,-179.934
0.0484688,-0.0252886,-0.00728219,176.929,-179.528,-179.859
0.0472725,-0.0258679,-0.0127124,177.042,-179.617,-179.977
0.0414353,-0.0247627,-0.014347,176.959,-179.691,-179.898
0.0374821,-0.0225224,-0.00737303,177.039,-179.815,-179.95
0.0401371,-0.0199813,-0.00755465,176.9,-179.542,-179.961
0.0403938,-0.0201717,-0.00749401,176.995,-179.626,-179.936
0.0423527,-0.0216387,-0.0109141,177.09,-179.608,-179.84
0.0473802,-0.0230848,-0.00811363,177.03,-179.654,-179.873
0.0436239,-0.0283307,-0.00140314,177.038,-179.801,-179.894
0.0386663,-0.0270526,-0.00285164,176.973,-179.715,179.93
0.0381501,-0.0259811,-0.00404439,176.941,-179.666,-179.979
0.0460337,-0.026706,-0.00640651,176.949,-179.598,-179.901
0.0493533,-0.0251084,-0.0120243,177.019,-179.56,-179.887
0.0478199,-0.0251241,-0.0126463,176.948,-179.525,-179.87
0.0443427,-0.0229487,-0.0161763,176.995,-179.757,-179.91
0.0474934,-0.0228915,-0.0147254,177.074,-179.585,-179.862
0.0496395,-0.0244644,-0.0113793,176.982,-179.54,-179.886
0.046868,-0.0249855,-0.00938492,177.126,-179.528,-179.888
0.0447316,-0.0254775,-0.0102964,177.076,-179.64,179.947
0.0473475,-0.0270397,-0.00461408,177.008,-179.756,-179.999
0.0425574,-0.0269124,-0.00402244,177.03,-179.525,-179.974
0.043117,-0.0236367,-0.00408288,177.093,-179.683,-179.965
0.0401341,-0.0200054,-0.0036307,177.067,-179.656,-179.923
0.0415589,-0.022718,-0.00758466,177.011,-179.724,-179.933
0.0438504,-0.0233246,-0.00383875,177.068,-179.764,-179.925
0.0385715,-0.0235156,-0.00878739,176.954,-179.587,-179.988
0.0446647,-0.0238487,-0.00984108,177.019,-179.768,-179.92
0.0410236,-0.0205765,-0.00974321,176.981,-179.611,-179.842
0.0439508,-0.023177,-0.00701784,177.011,-179.633,-179.884
0.0463637,-0.0224371,-0.00411387,176.986,-179.668,-179.914
0.0448739,-0.0199986,-0.00270627,177.036,-179.657,-179.886
0.0465004,-0.0236651,-0.00596794,177.126,-179.751,-179.9
0.0460034,-0.022422,-0.00871211,176.978,-179.626,-179.882
0.0464064,-0.0227042,-0.00874554,177.093,-179.63,-179.794
0.0458991,-0.0203032,-0.0122023,176.973,-179.667,-179.843
0.0495309,-0.0210413,-0.0149766,177.04,-179.583,-179.792
0.0454146,-0.0214473,-0.0130793,177.031,-179.64,-179.866
0.0403922,-0.0223555,-0.00767823,176.998,-179.559,-179.819
0.0397313,-0.0226757,-0.00657595,177.078,-179.773,-179.895
0.0395847,-0.0237779,-0.00828707,176.978,-179.717,-179.818
0.0339486,-0.0205804,-0.00807902,177.049,-179.534,-179.986
0.0351491,-0.026031,-0.00423078,177.02,-179.739,-179.891
0.0402344,-0.0276266,-0.00491159,176.898,-179.779,-179.977
0.0465441,-0.0262542,-0.00753095,177.107,-179.64,-179.953
0.0469709,-0.0263941,-0.00890707,177.057,-179.665,-179.927
0.0485395,-0.0282428,-0.00867342,177.07,-179.776,-179.895
0.0458951,-0.0273572,-0.00506496,177.033,-179.68,179.981
0.0522677,-0.0262979,-0.0087131,177.075,-179.681,-179.887
0.0496808,-0.0262857,-0.00665354,177.103,-179.736,-179.783
0.0460283,-0.0238408,-0.00851796,177.085,-179.66,-179.864
0.0518668,-0.022554,-0.0102175,177.051,-179.638,-179.847
0.051669,-0.0255988,-0.0138535,176.995,-179.546,-179.834
0.0476267,-0.0256251,-0.0101676,177.082,-179.604,-179.845
0.0461123,-0.0278905,-0.00854071,177.066,-179.667,-179.92
0.0422961,-0.0266605,-0.00494878,176.92,-179.789,-179.934
0.0372963,-0.023327,-0.00822156,177.005,-179.648,-179.951
0.0368991,-0.0205922,-0.00906982,176.964,-179.619,-179.883
0.037881,-0.0244757,-0.00798978,177.035,-179.617,-179.941
0.0383224,-0.0247214,-0.00743185,177.052,-179.787,-179.885
0.0409861,-0.0236755,-0.00882581,176.995,-179.638,-179.953
0.042973,-0.0239848,-0.0060293,177.036,-179.714,-179.927
0.0441183,-0.0278061,-0.00554208,177.101,-179.542,-179.899
0.0403446,-0.0280751,-0.00887942,176.974,-179.642,-179.887
0.0438757,-0.0287713,-0.00829319,176.944,-179.635,-179.841
0.0485608,-0.0280253,-0.00929955,176.979,-179.635,-179.817
0.0484995,-0.0224574,-0.0097619,176.945,-179.594,-179.878
0.0469741,-0.0208992,-0.0135375,177.012,-179.704,-179.855
0.0483634,-0.0208485,-0.0108209,177.072,-179.759,-179.916
0.0446473,-0.0224763,-0.00904807,177.025,-179.723,-179.838
0.046639,-0.0237964,-0.00867993,177.043,-179.639,-179.911
0.0483404,-0.0270319,-0.0114648,177.075,-179.634,-179.875
0.0500242,-0.0273203,-0.0110463,177.072,-179.546,-179.847
0.0525081,-0.0266825,-0.016288,177.147,-179.679,-179.761
0.0488649,-0.0238777,-0.0136966,177.119,-179.612,-179.9
0.0467627,-0.0233229,-0.0126647,177.106,-179.588,-179.81
0.0445625,-0.022976,-0.0115576,177.09,-179.579,-179.864
0.0468356,-0.0282819,-0.00973739,177.14,-179.553,-179.862
0.0394514,-0.0268665,-0.0119629,176.958,-179.565,-179.875
0.0426629,-0.0249634,-0.0108054,177.15,-179.781,-179.901
0.0394307,-0.0242645,-0.0115496,176.983,-179.621,-179.822
0.0393453,-0.0217784,-0.00795202,177.02,-179.58,-179.953
0.0413774,-0.0210481,-0.00640695,177.017,-179.741,-179.892
0.0435605,-0.0215667,-0.00436431,177.085,-179.729,-179.881
0.044363,-0.0206153,-0.00284313,176.97,-179.615,-179.896
0.0448247,-0.0199841,-0.00421381,176.997,-179.523,-179.921
0.0414685,-0.0205013,-0.0043465,176.964,-179.67,-179.91
0.0408143,-0.0224789,-0.00108366,176.997,-179.731,-179.983
0.0494725,-0.0271419,-0.00177744,177.037,-179.431,179.985
0.0465932,-0.0264129,-0.00377371,177.035,-179.639,179.982
0.0489919,-0.0268998,-0.00440262,177.168,-179.688,-179.938
0.0434245,-0.0294633,-0.00770367,177.043,-179.661,-179.95
0.0481257,-0.028037,-0.0116037,177.123,-179.779,-179.978
0.0438617,-0.0256468,-0.0150733,177.046,-179.681,179.998
0.0466925,-0.0241394,-0.0140445,177.064,-179.804,-179.792
0.0386204,-0.0208978,-0.00981538,176.997,-179.618,-179.94
0.0433195,-0.0219984,-0.00339229,177.089,-179.749,-179.99
0.043094,-0.0202842,0.00052203,177.015,-179.759,-179.914
0.0447033,-0.0197477,0.00045577,177.011,-179.596,-179.9
0.0487662,-0.0179712,-0.00421219,176.967,-179.611,-179.78
0.0434912,-0.0206867,-0.00895882,176.958,-179.727,-179.827
0.0458815,-0.020052,-0.0132044,177.067,-179.651,-179.739
0.0444982,-0.0244035,-0.0141927,177.049,-179.736,-179.846
0.0433248,-0.0294099,-0.00975967,177.122,-179.69,-179.964
0.0458359,-0.0319932,-0.00843409,177.105,-179.674,-179.887
0.053332,-0.0344702,-0.002715,177.132,-179.703,-179.887
0.0518339,-0.0309219,-0.00562534,177.024,-179.729,179.999
0.0495594,-0.025542,-0.00898948,176.99,-179.609,-179.977
0.0447878,-0.0235542,-0.0132599,177.107,-179.667,-179.856
0.0420695,-0.0218442,-0.0138403,176.926,-179.637,-179.828
0.0424461,-0.0211808,-0.0160021,177.111,-179.735,-179.762
0.0465241,-0.0224434,-0.016555,176.995,-179.53,-179.869
0.0501073,-0.0246315,-0.0164966,177.016,-179.459,-179.806
0.050006,-0.0234919,-0.0133843,177.035,-179.624,-179.844
0.0520242,-0.0246397,-0.0123102,176.956,-179.44,-179.812
0.0511017,-0.0230038,-0.0117152,177.029,-179.588,-179.872
0.0489786,-0.0212735,-0.00886334,177.04,-179.584,-179.923
0.0495242,-0.0244111,-0.00987197,176.977,-179.66,-179.88
0.046482,-0.0219127,-0.0114586,176.959,-179.46,-179.868
0.0439107,-0.024716,-0.0116075,177.044,-179.62,-179.826
0.038569,-0.0271498,-0.0107846,177.036,-179.605,-179.911
0.0379729,-0.032494,-0.00688744,177.074,-179.718,-179.981
0.043059,-0.030536,-0.00367311,177.08,-179.606,-179.961
0.0418466,-0.0280163,-0.00409998,177.012,-179.771,-179.927
0.042831,-0.0262511,-0.00894019,177.041,-179.519,-179.929
0.0435987,-0.023413,-0.0119268,177.052,-179.748,-179.791
0.0384657,-0.0224664,-0.0156361,177.045,-179.662,-179.869
0.0373904,-0.0223976,-0.0129475,176.904,-179.783,-179.869
0.0362012,-0.0227818,-0.00956104,177.034,-179.759,-179.928
0.,-0.005,-0.022029,-0.0114662,177.006,-179.744,-179.839
0.0411811,-0.0180277,-0.00963381,177.04,-179.514,-179.884
0.0444129,-0.0164967,-0.0124497,176.947,-179.717,-179.857
0.0393736,-0.0188353,-0.0105994,177.005,-179.728,-179.801
0.0466643,-0.0215092,-0.00831278,177.113,-179.657,-179.899
0.0466224,-0.0193039,-0.00521611,176.938,-179.592,-179.875
0.0467757,-0.0198653,-0.000791174,176.916,-179.545,179.898
0.0483695,-0.0233964,-0.004704,176.959,-179.673,-179.861
0.0499921,-0.023187,-0.00710169,177.074,-179.539,-179.953
0.0468283,-0.0230385,-0.00616617,177.018,-179.677,-179.842
0.0443783,-0.0230011,-0.0052788,177.044,-179.686,-179.883
0.0445671,-0.0229257,-0.00830626,176.931,-179.733,-179.869
0.0476957,-0.0261224,-0.0111727,177.038,-179.564,-179.889
0.0439298,-0.0280789,-0.0116474,177.092,-179.587,-179.898
0.0414158,-0.032133,-0.0123114,176.995,-179.608,-179.935
0.0444602,-0.0314039,-0.0126371,177.074,-179.624,-179.974
0.0389285,-0.0272249,-0.00657821,176.96,-179.604,-179.891
0.0389457,-0.0240655,-0.00185468,177.084,-179.674,-179.893
0.0428307,-0.0204512,-0.00750196,176.999,-179.531,-179.869
0.0406114,-0.0207937,-0.00739184,176.893,-179.724,179.989
0.0409481,-0.0193191,-0.00687725,176.909,-179.591,-179.889
0.0435703,-0.0226283,-0.0053601,176.969,-179.712,-179.828
0.0483069,-0.024667,-0.000984483,176.898,-179.64,-179.988
0.0479216,-0.0233111,-0.00563421,177.047,-179.543,-179.982
0.0485098,-0.0229201,-0.0100668,177.097,-179.534,-179.84
0.0491439,-0.0255219,-0.0133637,177.16,-179.634,-179.87
0.0448723,-0.0244091,-0.0102772,177.026,-179.702,-179.967
0.0419858,-0.0240141,-0.0103556,177.06,-179.66,179.979
0.0435972,-0.023899,-0.0082453,177.012,-179.636,-179.856
0.0416526,-0.0236531,-0.0067386,177.078,-179.812,-179.896
0.0443588,-0.0218043,-0.0108162,177.035,-179.584,-179.809
0.04823,-0.0245568,-0.0109571,177.032,-179.636,-179.875
0.0474901,-0.0248438,-0.0104417,176.963,-179.666,-179.862
0.0436329,-0.02461,-0.00987069,177.004,-179.59,-179.87
0.0455802,-0.0263419,-0.00861389,176.903,-179.622,179.953
0.0468142,-0.0257872,-0.00739549,177.015,-179.605,-179.878
0.0493086,-0.0274793,-0.00799324,177,-179.655,-179.916
0.0456652,-0.0263301,-0.00173087,176.992,-179.833,-179.878
0.0402899,-0.0240708,-0.00159668,176.952,-179.806,-179.966
0.0389652,-0.0256973,0.0016972,177.022,-179.697,-179.985
0.0418736,-0.0252214,-0.00109358,177.039,-179.667,-179.983
0.0475165,-0.0262759,-0.00444505,177.042,-179.605,179.945
0.0518954,-0.0320652,-0.0123813,177.015,-179.582,-179.91
0.0505283,-0.0288433,-0.0179889,177.077,-179.531,-179.904
0.0451216,-0.0282333,-0.0130898,177.11,-179.737,-179.913
0.050906,-0.0237545,-0.0134501,177.083,-179.67,-179.877
0.0501717,-0.0199039,-0.015883,177.052,-179.535,-179.841
0.0463264,-0.0214147,-0.0160352,177.018,-179.543,-179.833
0.044905,-0.0234562,-0.0128025,177.021,-179.785,-179.799
0.0377747,-0.0236764,-0.0122735,176.987,-179.654,-179.851
0.0411284,-0.0256605,-0.0113466,177.093,-179.578,-179.958
0.0395233,-0.0259655,-0.0102645,176.985,-179.601,-179.897
0.0414571,-0.0253108,-0.00964659,177.043,-179.654,-179.887
0.0411015,-0.0246452,-0.00756728,176.841,-179.637,-179.862
0.0392871,-0.0226614,-0.00473931,176.924,-179.692,-179.917
0.0408305,-0.0217006,-0.00909859,176.918,-179.707,-179.91
0.0430038,-0.0187616,-0.00466633,176.975,-179.704,179.988
0.0464657,-0.0210455,-0.00136611,176.914,-179.603,-179.894
0.0456027,-0.0186974,-0.000593082,176.975,-179.702,-179.948
0.050745,-0.0195183,-0.00559446,176.999,-179.575,-179.991
0.0478875,-0.0199425,-0.00848107,177.049,-179.678,-179.873
0.046588,-0.0211395,-0.00822045,177.016,-179.67,-179.9
0.0413039,-0.0237642,-0.0115676,177.055,-179.633,-179.859
0.0399009,-0.0230327,-0.0123937,176.921,-179.623,-179.832
0.0417372,-0.0282186,-0.0168425,177.029,-179.608,-179.918
0.0392858,-0.0253278,-0.014349,176.939,-179.648,-179.841
0.034698,-0.0252509,-0.0149853,177.008,-179.686,-179.785
0.0375636,-0.0247501,-0.0161798,176.988,-179.669,-179.833
0.03857,-0.0211042,-0.0134332,177.039,-179.77,-179.835
0.0477783,-0.0219309,-0.0154835,176.995,-179.691,-179.874
0.0437842,-0.0200319,-0.0127236,176.987,-179.714,-179.782
0.0458632,-0.0229837,-0.00736347,176.993,-179.748,179.99
0.0521315,-0.0207256,-0.00870697,176.971,-179.592,-179.849
0.0490663,-0.0250363,-0.0065628,177.005,-179.612,-179.926
0.0523316,-0.0284394,-0.00355132,177.063,-179.625,-179.886
0.047093,-0.0264883,-0.00780065,177.008,-179.591,-179.903
0.0487167,-0.0324828,-0.0109315,177.083,-179.489,-179.91
0.0435305,-0.0284206,-0.0142381,176.988,-179.587,-179.875
0.0410009,-0.0275954,-0.0107495,177.065,-179.778,-179.842
0.0478805,-0.0289628,-0.0111743,177.043,-179.573,-179.877
0.043265,-0.0291518,-0.00773848,176.993,-179.735,-179.8
0.040499,-0.022957,-0.007188,176.973,-179.709,-179.936
0.0453597,-0.0225053,-0.00735352,177.069,-179.771,-179.866
0.0425884,-0.0241709,-0.00814058,177.004,-179.68,-179.878
0.0371097,-0.0255064,-0.00889533,176.996,-179.672,-179.792
0.0374595,-0.0301109,-0.00149836,177.037,-179.718,-179.98
0.0397394,-0.0248355,-0.00316085,176.977,-179.665,-179.969
0.0438175,-0.0259194,-0.00245328,177.01,-179.655,179.984
0.0478301,-0.0230446,-0.00549707,176.953,-179.563,-179.979
0.0505261,-0.0248307,-0.0036417,177.092,-179.65,-179.981
0.047067,-0.022282,-0.00442567,176.956,-179.724,-179.918
0.0501594,-0.0214153,-0.0103425,177.08,-179.58,-179.922
0.0521161,-0.0240527,-0.0197523,177.042,-179.683,-179.817
0.0466015,-0.023999,-0.0170948,177.01,-179.46,-179.914
0.0430562,-0.0289855,-0.0139294,177.08,-179.627,-179.905
0.0398025,-0.0271259,-0.0148002,177.141,-179.693,-179.846
0.0409262,-0.026622,-0.0152261,177.045,-179.681,-179.796
0.0388579,-0.024062,-0.0152343,176.942,-179.567,-179.883
0.0423985,-0.0254715,-0.00507514,176.946,-179.614,179.952
0.0377678,-0.0247358,-0.00551134,176.978,-179.819,-179.954
0.0463516,-0.0267233,-0.00757843,177.068,-179.542,-179.938
0.0477617,-0.0272571,-0.0140264,177.075,-179.507,-179.957
0.0508639,-0.0246198,-0.0109515,177.169,-179.814,-179.856
0.0470485,-0.0233818,-0.00893113,177.049,-179.675,-179.8
0.0491615,-0.0206378,-0.0028356,177.03,-179.678,-179.913
0.0470174,-0.0215001,-0.00245572,177.015,-179.65,-179.864
0.0460212,-0.0238859,-0.0032805,177.085,-179.669,-179.942
0.046346,-0.0260751,-0.00378038,177.132,-179.634,-179.832
0.0489219,-0.0252145,-0.00707304,177.107,-179.686,-179.887
0.0486518,-0.0264337,-0.011599,177.111,-179.509,-179.869
0.0470726,-0.027034,-0.00978565,177.085,-179.746,-179.946
0.0464802,-0.0235047,-0.0102486,176.97,-179.414,-179.958
0.0429481,-0.0218593,-0.0127426,177.127,-179.617,-179.962
0.0425831,-0.0209902,-0.0163454,176.889,-179.528,-179.78
0.0400122,-0.0226216,-0.015229,176.966,-179.573,-179.801
0.039872,-0.0253536,-0.0119672,177.076,-179.595,-179.895
0.0371376,-0.0257663,-0.0114602,177.063,-179.707,-179.958
0.0422669,-0.0238709,-0.00905689,176.985,-179.71,-179.909
0.0412287,-0.0217301,-0.00714852,176.986,-179.673,-179.862
0.0469133,-0.021995,-0.00798845,177.129,-179.645,-179.906
