x,y,z,r,p,y
0.0501532,-0.0237436,-0.00799714,177.044,-179.514,-179.902
0.0475116,-0.022068,-0.00933118,177.019,-179.63,-179.823
0.0449541,-0.0228651,-0.00571906,176.928,-179.683,-179.937
0.0424084,-0.0231018,-0.00798864,177.034,-179.497,-179.949
0.0391885,-0.0247081,-0.00590469,177.033,-179.704,-179.923
0.0379606,-0.0246114,-0.00717089,176.999,-179.749,-179.845
0.0374247,-0.0241315,-0.00429053,177.02,-179.732,-179.994
0.0382263,-0.0238386,-0.00498465,176.977,-179.681,-179.92
0.0383729,-0.0243751,-0.00604841,177.109,-179.836,-179.822
0.0421011,-0.022665,-0.00921781,177.036,-179.565,-179.849
0.0455575,-0.0214069,-0.00889494,177.089,-179.671,-179.853
0.0471973,-0.0196487,-0.0122483,176.981,-179.607,-179.836
0.0466692,-0.0215417,-0.0126086,177.126,-179.68,-179.862
0.0501239,-0.021698,-0.0148631,176.958,-179.533,-179.82
0.0477362,-0.0232367,-0.0139875,177,-179.555,-179.838
0.0481374,-0.024974,-0.011913,176.981,-179.484,-179.865
0.0443392,-0.0258136,-0.0102037,176.985,-179.587,-179.928
0.0464877,-0.0265819,-0.00819548,177.022,-179.763,-179.845
0.0436001,-0.0230667,-0.00683419,177.023,-179.669,-179.913
0.0417671,-0.0215464,-0.00768435,177.026,-179.546,-179.949
0.0426586,-0.0201705,-0.00816745,177.007,-179.644,-179.903
0.0464107,-0.0207929,-0.00954541,177.151,-179.692,-179.908
0.0453985,-0.0216708,-0.00836998,176.992,-179.631,-179.802
0.0446692,-0.0208992,-0.00968671,176.98,-179.754,-179.811
0.0392262,-0.0191946,-0.00858218,176.952,-179.702,-179.844
0.0406545,-0.0223015,-0.00806739,176.987,-179.675,-179.895
0.0395505,-0.0252116,-0.00610193,176.969,-179.627,-179.919
0.0399774,-0.0237173,-0.00807419,176.992,-179.615,-179.856
0.0391002,-0.0238754,-0.00724256,176.91,-179.607,-179.872
0.0425676,-0.022809,-0.0110747,176.963,-179.61,-179.894
0.0446452,-0.0233674,-0.013635,177.007,-179.605,-179.906
0.0469676,-0.0246119,-0.0138515,177.032,-179.6,-179.885
0.048175,-0.0266,-0.0119986,177.118,-179.688,-179.878
0.0469586,-0.0258783,-0.00977137,176.984,-179.622,-179.897
0.0435046,-0.028041,-0.00543394,177.059,-179.728,-179.995
0.0431077,-0.0274275,-0.00494876,177.021,-179.679,-179.927
0.0420711,-0.0253524,-0.00527307,177.041,-179.652,-179.94
0.0429597,-0.0246062,-0.00838936,177.028,-179.635,-179.909
0.0403464,-0.0255487,-0.0105754,176.966,-179.675,-179.894
0.0411199,-0.0236315,-0.0113871,176.972,-179.57,-179.899
0.0388237,-0.0242434,-0.00935452,176.984,-179.698,-179.919
0.0421267,-0.022486,-0.0107355,177.067,-179.675,-179.872
0.0404909,-0.0200575,-0.011278,177.005,-179.695,-179.772
0.0429819,-0.0216939,-0.00982466,177.199,-179.66,-179.902
0.0440092,-0.0199309,-0.00768343,177.091,-179.712,-179.866
0.0436617,-0.0207186,-0.00353302,177.004,-179.697,-179.914
0.0422612,-0.0202442,-0.0020576,177.02,-179.722,-179.818
0.0420622,-0.020402,-0.00269625,176.968,-179.717,-179.938
0.0419433,-0.0231093,-0.00307944,177.077,-179.616,-179.941
0.0437887,-0.023136,-0.0051124,177.094,-179.753,-179.978
0.0422184,-0.0237757,-0.0077087,176.96,-179.542,-179.951
0.0427326,-0.0260547,-0.00855369,176.901,-179.626,-179.915
0.0449758,-0.0259547,-0.00743621,177.081,-179.622,-179.936
0.0440764,-0.0231019,-0.010262,177.017,-179.673,-179.943
0.0443621,-0.0219231,-0.0144797,176.952,-179.647,-179.872
0.045301,-0.0232485,-0.0149468,177.088,-179.565,-179.861
0.0436908,-0.023854,-0.0114464,176.996,-179.633,-179.825
0.0456194,-0.0246053,-0.0125651,177.042,-179.651,-179.9
0.0491189,-0.0238549,-0.012334,177.088,-179.653,-179.948
0.0453433,-0.021471,-0.0101593,177.015,-179.601,-179.892
0.0445946,-0.0225896,-0.0123361,177.118,-179.714,-179.74
0.0443788,-0.0201797,-0.0139088,176.926,-179.56,-179.746
0.0438098,-0.0230313,-0.0132743,176.965,-179.587,-179.86
0.0426902,-0.022458,-0.0123976,177.06,-179.596,-179.77
0.0450493,-0.0225338,-0.0122001,177.085,-179.573,-179.877
0.0464496,-0.0232842,-0.0104997,177.009,-179.574,-179.874
0.0471544,-0.0257013,-0.0126156,177.003,-179.647,-179.917
0.0479984,-0.0253817,-0.0109484,177.074,-179.601,-179.953
0.0499841,-0.0250592,-0.0134463,177.09,-179.623,-179.845
0.0486408,-0.0257082,-0.0121385,177.126,-179.679,-179.905
0.0494764,-0.0271083,-0.0113295,177.115,-179.567,-179.889
0.0462804,-0.0230163,-0.0111371,176.995,-179.53,-179.882
0.0422769,-0.0239245,-0.0106614,177.001,-179.551,-179.962
0.0409354,-0.0245333,-0.0106156,176.993,-179.782,-179.795
0.0446381,-0.0259314,-0.0116598,177.058,-179.715,-179.804
0.04144,-0.0255543,-0.0116388,176.941,-179.565,-179.886
0.0443772,-0.0275342,-0.0103918,177.085,-179.545,-179.912
0.0453625,-0.0259166,-0.0114789,176.982,-179.54,-179.952
0.0449154,-0.0244632,-0.0111042,177.078,-179.615,-179.893
0.0451493,-0.0246083,-0.0117814,177.01,-179.66,-179.863
0.0476751,-0.023885,-0.00913526,177.076,-179.569,-179.887
0.052101,-0.0254693,-0.0111644,176.981,-179.593,-179.869
0.0506467,-0.0254577,-0.0116555,177.099,-179.471,-179.905
0.0492501,-0.0240434,-0.0131774,177.074,-179.594,-179.798
0.0460764,-0.0222278,-0.0100559,176.999,-179.594,179.999
0.0451174,-0.0217046,-0.00770819,177.109,-179.674,-179.859
0.0469739,-0.0239172,-0.00797317,177.012,-179.49,-179.918
0.0463261,-0.0250629,-0.00933488,176.971,-179.619,-179.863
0.044777,-0.0202703,-0.00948994,177.027,-179.535,-179.85
0.0452929,-0.0214689,-0.0071767,177.072,-179.614,-179.874
0.0428404,-0.0214416,-0.0104526,177.072,-179.537,-179.955
0.0445868,-0.0231149,-0.00955066,177.067,-179.768,-179.868
0.0396364,-0.0235469,-0.0102373,176.925,-179.539,-179.87
0.040535,-0.02287,-0.00915734,176.949,-179.764,-179.961
0.0415277,-0.0249302,-0.0115946,176.943,-179.679,-179.814
0.0413064,-0.0230738,-0.0116876,177.06,-179.637,-179.829
0.044299,-0.0224551,-0.0124397,176.976,-179.562,-179.935
0.0454826,-0.020781,-0.00754681,177.032,-179.588,-179.85
0.0432323,-0.0226981,-0.00425632,177.025,-179.737,-179.881
0.0441236,-0.0194357,-0.00464888,177.123,-179.71,-179.916
0.0435822,-0.0223388,-0.00445627,177.096,-179.651,-179.808
0.0436032,-0.0215829,-0.0026127,177.081,-179.85,-179.893
0.045337,-0.0256062,-0.00228161,177.01,-179.65,-179.947
0.0440883,-0.0243679,-0.00434969,177.079,-179.778,-179.89
0.0442786,-0.0245946,-0.0077954,177.035,-179.541,-179.876
0.0452244,-0.0271078,-0.0124621,177.083,-179.578,-179.839
0.0426222,-0.0261569,-0.013487,177.022,-179.504,-179.912
0.0423847,-0.0260231,-0.0105933,176.978,-179.731,-179.908
0.0455301,-0.0217731,-0.00697936,177.072,-179.579,-179.952
0.0452831,-0.0201637,-0.00723238,177.063,-179.577,-179.864
0.0437765,-0.0192546,-0.0094668,176.966,-179.623,-179.856
0.0431907,-0.0208935,-0.00855222,177.022,-179.591,-179.887
0.0423887,-0.023254,-0.00416962,177.063,-179.741,-179.972
0.0412205,-0.0248437,-0.00388476,176.967,-179.593,-179.865
0.0423082,-0.0272888,-0.00530641,177.033,-179.889,-179.929
0.0427055,-0.0279074,-0.00659933,176.992,-179.465,-179.978
0.0433751,-0.0267568,-0.0103066,177.019,-179.681,179.996
0.043164,-0.0269627,-0.00916993,177.047,-179.733,-179.905
0.043228,-0.024078,-0.00988776,177.067,-179.674,-179.918
0.0438042,-0.0225238,-0.00822811,177.02,-179.568,-179.911
0.0439911,-0.0225523,-0.00479827,176.968,-179.697,179.976
0.0442583,-0.0196674,-0.00703092,177.074,-179.637,-179.869
0.0439627,-0.0224448,-0.00782879,177.005,-179.679,-179.957
0.0406192,-0.0232449,-0.00874633,177.021,-179.622,-179.938
0.040858,-0.0236888,-0.00784081,177.032,-179.564,-179.867
0.0371915,-0.0277906,-0.00812584,176.938,-179.691,-179.872
0.042977,-0.0294037,-0.0101542,177.012,-179.543,-179.907
0.0417828,-0.0298668,-0.0130748,177.026,-179.733,-179.853
0.0385247,-0.025997,-0.00871838,177.006,-179.827,-179.958
0.0418503,-0.0259737,-0.00808768,176.997,-179.65,-179.926
0.0449281,-0.0231233,-0.00903559,176.985,-179.525,-179.928
0.0462227,-0.0229984,-0.00894549,177.095,-179.802,-179.814
0.0452805,-0.0227646,-0.0101259,177.067,-179.501,-179.874
0.047755,-0.0258541,-0.0130552,177.115,-179.651,-179.83
0.0493083,-0.0275873,-0.010935,177.097,-179.635,-179.843
0.0508168,-0.0266714,-0.0144398,176.977,-179.563,-179.846
0.0497254,-0.0252824,-0.013851,177.087,-179.489,-179.851
0.0514255,-0.0245842,-0.0108497,177.065,-179.562,-179.866
0.0504736,-0.024143,-0.0092426,177.106,-179.712,-179.862
0.0466712,-0.0247607,-0.00420637,177.103,-179.715,-179.979
0.0390815,-0.0240985,-0.0061194,176.961,-179.794,-179.964
0.0382425,-0.0234893,-0.00782515,177.011,-179.714,-179.863
0.0367225,-0.0227269,-0.00589539,176.967,-179.702,-179.976
0.0386525,-0.0200028,-0.00874849,177.043,-179.758,-179.917
0.0397693,-0.0213774,-0.00888778,176.963,-179.693,-179.904
0.0443914,-0.0206104,-0.0133424,177.106,-179.659,-179.778
0.045524,-0.020545,-0.0116166,177,-179.6,-179.85
0.0485663,-0.0213127,-0.0117833,177.045,-179.734,-179.764
0.0522581,-0.0229002,-0.00985392,177.126,-179.674,-179.817
0.0530613,-0.023069,-0.0074408,177.026,-179.542,-179.918
0.0515166,-0.0247529,-0.0069193,177.125,-179.569,-179.83
0.0486579,-0.0260108,-0.00674399,177.128,-179.7,-179.885
0.0487459,-0.0278388,-0.00409582,177.048,-179.722,-179.948
0.0471567,-0.0257662,-0.00867617,177.102,-179.651,-179.916
0.0441295,-0.0255704,-0.0112722,177.03,-179.695,-179.791
0.0439336,-0.0276712,-0.0114271,177.11,-179.647,-179.892
0.0439825,-0.0282855,-0.0108326,177.089,-179.707,-179.912
0.0417983,-0.029313,-0.00996011,177.103,-179.783,-179.88
0.0425506,-0.0267595,-0.00788816,176.973,-179.814,-179.898
0.0426209,-0.0260167,-0.00549701,177.076,-179.592,-179.942
0.0450938,-0.0260171,-0.00870294,177.061,-179.649,-179.935
0.0443206,-0.0223663,-0.007121,177.09,-179.722,-179.896
0.0444049,-0.0226335,-0.00715457,177.032,-179.701,-179.936
0.0450841,-0.0258351,-0.00665983,176.962,-179.603,-179.913
0.0468698,-0.0270325,-0.00549426,177.079,-179.647,-179.936
0.0477564,-0.0254226,-0.00713715,176.931,-179.53,-179.861
0.0471503,-0.025786,-0.0112244,177.042,-179.618,-179.977
0.0428213,-0.0250032,-0.0128476,176.959,-179.691,-179.893
0.0392893,-0.0235404,-0.00805492,177.038,-179.812,-179.949
0.0408396,-0.0215594,-0.00804248,176.9,-179.542,-179.959
0.0408993,-0.0213675,-0.00791102,176.992,-179.625,-179.935
0.0423179,-0.0220258,-0.0103976,177.088,-179.607,-179.84
0.0460062,-0.0230587,-0.00845289,177.029,-179.653,-179.872
0.0434073,-0.0270381,-0.00329442,177.039,-179.798,-179.891
0.0397448,-0.026553,-0.00391951,176.972,-179.715,179.931
0.0390401,-0.0259809,-0.00453904,176.941,-179.667,-179.978
0.0446392,-0.0265318,-0.00617871,176.952,-179.598,-179.899
0.0475458,-0.0253028,-0.0104014,177.022,-179.561,-179.884
0.047033,-0.0252823,-0.0111986,176.949,-179.525,-179.869
0.0445839,-0.0236248,-0.0142385,176.996,-179.757,-179.912
0.0468707,-0.0234645,-0.0136124,177.076,-179.586,-179.864
0.0486912,-0.0245861,-0.0113104,176.986,-179.54,-179.884
0.047063,-0.0249514,-0.00979923,177.127,-179.531,-179.888
0.0454851,-0.0254639,-0.0104071,177.078,-179.641,179.953
0.0470757,-0.026887,-0.00615233,177.008,-179.756,-179.997
0.0437609,-0.0269113,-0.00527766,177.029,-179.526,-179.972
0.0438205,-0.0245612,-0.00507172,177.093,-179.683,-179.961
0.0414113,-0.0216554,-0.00449456,177.067,-179.655,-179.917
0.0420843,-0.0231855,-0.00722646,177.011,-179.722,-179.933
0.0434631,-0.0236203,-0.00454294,177.068,-179.762,-179.921
0.0397798,-0.023682,-0.00805132,176.954,-179.587,-179.987
0.0437807,-0.023932,-0.00909935,177.017,-179.767,-179.918
0.0413537,-0.021471,-0.00920694,176.982,-179.609,-179.841
0.0434135,-0.0232374,-0.00724523,177.013,-179.631,-179.886
0.0452883,-0.0227835,-0.00500234,176.988,-179.667,-179.913
0.0444578,-0.020917,-0.00379307,177.035,-179.657,-179.89
0.0456917,-0.0232614,-0.00596752,177.128,-179.75,-179.901
0.0455612,-0.0223988,-0.00804253,176.978,-179.626,-179.882
0.0460015,-0.0225124,-0.00822522,177.093,-179.631,-179.797
0.0457346,-0.0206848,-0.0109762,176.974,-179.667,-179.845
0.0485306,-0.0210064,-0.0133489,177.04,-179.582,-179.789
0.0457849,-0.0213417,-0.0122948,177.029,-179.637,-179.859
0.0420582,-0.0220882,-0.00839002,176.996,-179.561,-179.815
0.0410163,-0.0223856,-0.00744531,177.076,-179.771,-179.891
0.0404817,-0.0231696,-0.00851202,176.979,-179.717,-179.815
0.0362105,-0.0210693,-0.00826389,177.048,-179.534,-179.983
0.0363788,-0.0250118,-0.0052476,177.022,-179.739,-179.891
0.0396148,-0.0265421,-0.0055096,176.898,-179.778,-179.972
0.0444081,-0.0258282,-0.00734931,177.107,-179.641,-179.956
0.0452832,-0.026038,-0.00842001,177.059,-179.666,-179.926
0.0467067,-0.027481,-0.0083777,177.073,-179.777,-179.898
0.0451655,-0.0272392,-0.00571299,177.036,-179.682,179.981
0.0500074,-0.026406,-0.00832368,177.078,-179.681,-179.887
0.048602,-0.0262559,-0.00687354,177.103,-179.739,-179.786
0.0461951,-0.0243429,-0.00822334,177.085,-179.66,-179.862
0.0504518,-0.0232084,-0.00960728,177.049,-179.639,-179.847
0.0508269,-0.0251483,-0.0123986,176.996,-179.546,-179.834
0.0480822,-0.0253091,-0.00992392,177.078,-179.604,-179.843
0.0468378,-0.027104,-0.00873026,177.064,-179.664,-179.912
0.0436295,-0.026555,-0.00600517,176.919,-179.787,-179.933
0.0396027,-0.0241034,-0.00823873,177.004,-179.649,-179.95
0.0387057,-0.0218989,-0.0088949,176.962,-179.617,-179.882
0.0389811,-0.0244986,-0.00808906,177.036,-179.618,-179.939
0.0388588,-0.0246688,-0.00770072,177.05,-179.786,-179.884
0.0406752,-0.0239782,-0.00872826,176.996,-179.638,-179.954
0.0421271,-0.0242435,-0.00670608,177.035,-179.714,-179.926
0.0433137,-0.0269763,-0.00608915,177.102,-179.542,-179.903
0.0408047,-0.0273075,-0.0084162,176.976,-179.643,-179.889
0.0432473,-0.0280241,-0.00807199,176.947,-179.637,-179.841
0.046865,-0.0276349,-0.00892051,176.978,-179.637,-179.821
0.0472778,-0.0236426,-0.00943446,176.945,-179.594,-179.875
0.0463857,-0.0220053,-0.0122853,177.01,-179.705,-179.849
0.0473888,-0.0217867,-0.0105664,177.072,-179.758,-179.916
0.0448373,-0.0226984,-0.00927573,177.024,-179.721,-179.834
0.0462578,-0.0236348,-0.00893218,177.042,-179.639,-179.908
0.0476721,-0.0259697,-0.0109178,177.073,-179.633,-179.873
0.0491761,-0.0264168,-0.0107128,177.071,-179.545,-179.845
0.0512549,-0.0258985,-0.0147675,177.146,-179.678,-179.759
0.0488879,-0.0240687,-0.0131811,177.117,-179.612,-179.898
0.0473935,-0.0235326,-0.0125076,177.107,-179.588,-179.811
0.045688,-0.023202,-0.01169,177.09,-179.578,-179.86
0.0471924,-0.0270437,-0.0102018,177.142,-179.554,-179.863
0.041776,-0.0262638,-0.0117715,176.961,-179.566,-179.874
0.043366,-0.0250259,-0.0110446,177.151,-179.78,-179.899
0.0407978,-0.024398,-0.0115454,176.987,-179.624,-179.827
0.0404371,-0.0226873,-0.00882995,177.022,-179.582,-179.953
0.0415342,-0.0219423,-0.00747641,177.018,-179.741,-179.891
0.0429874,-0.0220819,-0.00570331,177.085,-179.729,-179.883
0.0437477,-0.0212742,-0.0042222,176.968,-179.615,-179.896
0.0444272,-0.0206313,-0.00490645,176.995,-179.523,-179.921
0.0420894,-0.0208631,-0.00481373,176.963,-179.668,-179.905
0.0413421,-0.0223937,-0.00224402,176.996,-179.729,-179.98
0.0477929,-0.0259933,-0.00239539,177.037,-179.432,179.989
0.0461468,-0.0258579,-0.00372386,177.035,-179.639,179.985
0.0479848,-0.0263746,-0.00422272,177.167,-179.686,-179.937
0.0441454,-0.0283485,-0.00666123,177.043,-179.659,-179.943
0.0472504,-0.0276235,-0.00989943,177.126,-179.778,-179.978
0.0442847,-0.0260448,-0.0129316,177.048,-179.681,-179.999
0.0460473,-0.024818,-0.0127749,177.064,-179.802,-179.794
0.0402774,-0.0224049,-0.00987838,176.998,-179.617,-179.942
0.0431354,-0.023052,-0.0050568,177.09,-179.75,-179.991
0.0428475,-0.0215992,-0.00174744,177.016,-179.758,-179.918
0.0441732,-0.020842,-0.00121193,177.013,-179.597,-179.9
0.0473796,-0.0190222,-0.00431359,176.968,-179.614,-179.785
0.0438591,-0.0205577,-0.00779512,176.96,-179.727,-179.826
0.0455319,-0.0198771,-0.0112792,177.066,-179.651,-179.744
0.0445524,-0.0230753,-0.0125211,177.049,-179.735,-179.845
0.0435873,-0.0272837,-0.00952017,177.123,-179.691,-179.964
0.0453107,-0.0297528,-0.00858595,177.105,-179.671,-179.885
0.0508075,-0.032262,-0.00427151,177.131,-179.7,-179.885
0.0502965,-0.0302427,-0.0061142,177.021,-179.729,-179.998
0.0490768,-0.026487,-0.00855565,176.988,-179.608,-179.972
0.0457186,-0.0246289,-0.0118717,177.107,-179.666,-179.853
0.0435006,-0.0230733,-0.0126445,176.927,-179.635,-179.827
0.0433116,-0.0220589,-0.0146211,177.112,-179.735,-179.76
0.046234,-0.022796,-0.0153537,176.995,-179.529,-179.87
0.0491921,-0.0242723,-0.0155505,177.018,-179.458,-179.806
0.0493609,-0.0235655,-0.0134145,177.039,-179.627,-179.849
0.0512536,-0.0243952,-0.0125652,176.96,-179.441,-179.808
0.0508801,-0.0232737,-0.0121372,177.03,-179.588,-179.872
0.0494193,-0.0220289,-0.00987771,177.042,-179.586,-179.925
0.0497364,-0.0240845,-0.010351,176.977,-179.662,-179.881
0.0476648,-0.0223055,-0.0113843,176.96,-179.462,-179.869
0.0455519,-0.0241797,-0.0114793,177.045,-179.621,-179.827
0.0412556,-0.0261321,-0.01085,177.033,-179.607,-179.907
0.0400461,-0.0304793,-0.00788465,177.072,-179.717,-179.979
0.0431932,-0.0297416,-0.00527859,177.079,-179.605,-179.958
0.0421202,-0.028091,-0.00524989,177.011,-179.772,-179.923
0.042939,-0.0267031,-0.00859032,177.042,-179.519,-179.923
0.0434014,-0.0243534,-0.0110137,177.054,-179.748,-179.791
0.0396988,-0.0232942,-0.014057,177.046,-179.665,-179.87
0.0384008,-0.0231093,-0.0124429,176.908,-179.782,-179.872
0.0371061,-0.0233153,-0.0100503,177.034,-179.759,-179.929
0.0400944,-0.0225112,-0.0113749,177.007,-179.744,-179.837
0.0406885,-0.0194925,-0.0100004,177.04,-179.515,-179.88
0.0431508,-0.0179055,-0.0120397,176.947,-179.717,-179.857
0.0396907,-0.0191734,-0.0107036,177.006,-179.727,-179.8
0.0449181,-0.0210976,-0.00895936,177.112,-179.657,-179.894
0.0453657,-0.0196444,-0.00648312,176.937,-179.59,-179.874
0.045895,-0.0203073,-0.00278315,176.915,-179.543,179.902
0.047341,-0.0226827,-0.00522192,176.961,-179.674,-179.862
0.0489599,-0.0227239,-0.00683905,177.076,-179.54,-179.953
0.0468928,-0.0227306,-0.00621275,177.018,-179.679,-179.844
0.0450227,-0.0227728,-0.00551659,177.046,-179.687,-179.886
0.0449268,-0.022716,-0.00776071,176.934,-179.733,-179.869
0.0472421,-0.0250865,-0.0100086,177.04,-179.564,-179.888
0.0446903,-0.0267797,-0.0106112,177.092,-179.588,-179.901
0.0426946,-0.0301849,-0.0113433,176.996,-179.609,-179.936
0.044608,-0.0303008,-0.0118994,177.074,-179.626,-179.975
0.0405353,-0.0277067,-0.00756218,176.96,-179.605,-179.894
0.0400258,-0.025325,-0.00379776,177.083,-179.675,-179.892
0.0427794,-0.0222196,-0.00761925,176.999,-179.531,-179.866
0.0410893,-0.0221632,-0.00749494,176.892,-179.721,179.988
0.0412772,-0.0208148,-0.00708995,176.911,-179.595,-179.887
0.0430418,-0.0228407,-0.00588475,176.968,-179.71,-179.825
0.0466326,-0.0245106,-0.0024243,176.898,-179.638,-179.986
0.0469326,-0.0235408,-0.00555321,177.048,-179.543,-179.984
0.0477997,-0.0230459,-0.00887521,177.099,-179.534,-179.84
0.0484941,-0.0248049,-0.0115863,177.163,-179.634,-179.87
0.0453927,-0.0243553,-0.00970141,177.029,-179.704,-179.967
0.0430998,-0.024229,-0.00989432,177.062,-179.661,179.977
0.0439693,-0.0241299,-0.00843765,177.014,-179.635,-179.857
0.0422437,-0.0238794,-0.00729423,177.079,-179.811,-179.894
0.0441243,-0.022276,-0.010234,177.036,-179.584,-179.808
0.0470417,-0.0241596,-0.0104583,177.031,-179.634,-179.871
0.0467805,-0.0244663,-0.0102161,176.96,-179.664,-179.86
0.0441522,-0.0243572,-0.00974888,177.004,-179.589,-179.867
0.0454487,-0.025945,-0.00880284,176.903,-179.622,179.955
0.0464293,-0.0256985,-0.00786556,177.013,-179.604,-179.877
0.0483628,-0.0269754,-0.00819563,177,-179.655,-179.914
0.0456827,-0.0263584,-0.00347883,176.992,-179.832,-179.874
0.0415187,-0.0247073,-0.00302038,176.952,-179.806,-179.966
0.0401309,-0.0258928,-0.00018662,177.025,-179.697,-179.987
0.0419596,-0.0255055,-0.00185512,177.04,-179.668,-179.979
0.0461526,-0.0263184,-0.00417939,177.043,-179.605,179.947
0.0498774,-0.0304356,-0.0101508,177.019,-179.583,-179.912
0.0495978,-0.0284599,-0.0150054,177.078,-179.531,-179.907
0.0457137,-0.0282652,-0.0120484,177.113,-179.736,-179.914
0.0497328,-0.0249658,-0.0126733,177.083,-179.673,-179.876
0.0496219,-0.021719,-0.0146802,177.053,-179.538,-179.84
0.0470893,-0.0223023,-0.0150339,177.018,-179.544,-179.834
0.0456964,-0.0235519,-0.0128809,177.019,-179.783,-179.802
0.0402417,-0.023619,-0.0124606,176.988,-179.654,-179.846
0.0421113,-0.0251807,-0.0117083,177.092,-179.579,-179.952
0.0407063,-0.0255711,-0.0108041,176.986,-179.603,-179.891
0.0417822,-0.0251834,-0.0101964,177.041,-179.652,-179.884
0.0414184,-0.0247859,-0.00850623,176.84,-179.636,-179.859
0.0399248,-0.0233861,-0.00618439,176.927,-179.693,-179.914
0.0408142,-0.0224177,-0.00905894,176.921,-179.707,-179.913
0.0422426,-0.0202888,-0.0056915,176.977,-179.704,179.993
0.0450008,-0.021682,-0.00291234,176.915,-179.604,-179.89
0.0447024,-0.0198581,-0.0019818,176.977,-179.701,-179.951
0.0488521,-0.0201619,-0.00536371,177.002,-179.575,-179.99
0.0472387,-0.0202225,-0.00754651,177.049,-179.678,-179.875
0.0464176,-0.0210531,-0.00756722,177.018,-179.67,-179.901
0.0426207,-0.0228769,-0.0101936,177.053,-179.635,-179.857
0.0412394,-0.022553,-0.0111846,176.921,-179.622,-179.833
0.0423546,-0.0264623,-0.0148328,177.028,-179.608,-179.915
0.0403348,-0.0248779,-0.0135025,176.939,-179.65,-179.841
0.0366386,-0.0248141,-0.0141928,177.008,-179.684,-179.784
0.0382023,-0.0244947,-0.0153289,176.986,-179.669,-179.832
0.0385953,-0.0218555,-0.0135795,177.04,-179.768,-179.834
0.0453234,-0.0222234,-0.0151677,176.992,-179.69,-179.871
0.04298,-0.0206836,-0.0132024,176.988,-179.712,-179.779
0.0445546,-0.0229253,-0.00905687,176.995,-179.747,179.992
0.0496135,-0.0212108,-0.00970497,176.973,-179.59,-179.847
0.0480669,-0.0243196,-0.00777007,177.003,-179.611,-179.924
0.0507481,-0.0270485,-0.00518856,177.063,-179.624,-179.885
0.0474255,-0.0258477,-0.00797476,177.009,-179.591,-179.903
0.048768,-0.0303893,-0.0101968,177.085,-179.49,-179.914
0.0450258,-0.0278923,-0.012852,176.991,-179.587,-179.878
0.0425697,-0.0274484,-0.0106354,177.068,-179.78,-179.843
0.0472868,-0.0285015,-0.0109953,177.045,-179.573,-179.882
0.0439518,-0.0287327,-0.00853108,176.994,-179.734,-179.799
0.0416298,-0.0243289,-0.00796963,176.972,-179.708,-179.938
0.0447485,-0.0235756,-0.00792447,177.067,-179.771,-179.864
0.0428526,-0.0244707,-0.00832093,177.005,-179.677,-179.876
0.038766,-0.025203,-0.00882733,176.999,-179.67,-179.789
0.0384349,-0.0289187,-0.00324345,177.038,-179.719,-179.977
0.0398035,-0.0253959,-0.00411067,176.98,-179.665,-179.969
0.0427584,-0.026202,-0.00333253,177.014,-179.655,179.984
0.0460931,-0.0240653,-0.00538731,176.953,-179.563,-179.981
0.0485069,-0.0252604,-0.00399206,177.092,-179.65,-179.981
0.04644,-0.0232708,-0.00450992,176.954,-179.723,-179.914
0.0489564,-0.0222709,-0.00888795,177.079,-179.577,-179.921
0.0507417,-0.0236866,-0.0162878,177.043,-179.684,-179.814
0.0472209,-0.0238954,-0.0150828,177.012,-179.461,-179.911
0.0444809,-0.027675,-0.0131383,177.078,-179.628,-179.901
0.0416535,-0.0265611,-0.0140363,177.138,-179.692,-179.845
0.0419596,-0.0262424,-0.0145877,177.041,-179.679,-179.792
0.0402479,-0.0244975,-0.0147546,176.945,-179.568,-179.883
0.042441,-0.025862,-0.00722841,176.946,-179.614,179.955
0.038874,-0.0252346,-0.00706354,176.98,-179.819,-179.956
0.0450202,-0.0265745,-0.0082272,177.068,-179.542,-179.94
0.0466232,-0.0269202,-0.0128684,177.078,-179.508,-179.96
0.0489922,-0.0251049,-0.0109391,177.17,-179.813,-179.858
0.0466434,-0.0239669,-0.00947274,177.049,-179.674,-179.801
0.0482157,-0.021942,-0.00478109,177.031,-179.679,-179.914
0.0469118,-0.0221772,-0.00393664,177.016,-179.651,-179.866
0.0462258,-0.0237515,-0.00417081,177.083,-179.667,-179.94
0.0464516,-0.0252746,-0.00431572,177.131,-179.633,-179.828
0.048298,-0.0247401,-0.00670504,177.108,-179.686,-179.886
0.048453,-0.0256239,-0.0101592,177.107,-179.51,-179.864
0.0472236,-0.0263764,-0.00917853,177.083,-179.746,-179.944
0.0469845,-0.0240728,-0.00964394,176.97,-179.414,-179.951
0.0443408,-0.0227329,-0.0116354,177.128,-179.614,-179.961
0.0438172,-0.0217265,-0.0145939,176.89,-179.531,-179.776
0.0416958,-0.0227145,-0.0141208,176.969,-179.574,-179.802
0.0412156,-0.0247802,-0.0119318,177.075,-179.593,-179.889
0.0388076,-0.0252799,-0.0115916,177.065,-179.706,-179.956
0.0420205,-0.0241184,-0.0098404,176.988,-179.709,-179.911
0.0412738,-0.0224777,-0.00823752,176.989,-179.673,-179.864
0.045454,-0.022436,-0.00860325,177.13,-179.645,-179.909
0.0444852,-0.023419,-0.0109226,177.022,-179.65,-179.773
0.0428141,-0.0246361,-0.00796014,176.957,-179.843,-179.979
